statename,state_fips,CensusRegion,year,DRIVERSLICENSES,INSTATETUITION,STATEFINANCIALAID,HIGHEREDBAN,EVERIFY,LIMITEVERIFY,OMNIBUS,TASK287G,JAIL287G,SECURECOMMUNITIES,LFPR,UNEMP
Tennessee,47,South,2007,0,0,0,0,0,0,0,0,0,0,63.9333333333333,4.63333333333333
Tennessee,47,South,2008,0,0,0,0,0,0,0,2,0,0,63.4916666666667,6.51666666666667
Tennessee,47,South,2009,0,0,0,0,0,0,0,2,1,0,62.3083333333333,10.1166666666667
Tennessee,47,South,2010,0,0,0,0,0,0,0,2,1,1,62.8083333333333,9.825
Tennessee,47,South,2011,0,0,0,0,2,0,0,2,1,1,62.6833333333333,9.10833333333333
Tennessee,47,South,2012,0,0,0,0,2,0,0,2,0,1,61.6833333333334,7.95833333333333
Tennessee,47,South,2013,0,0,0,0,2,0,0,0,0,1,60.8083333333333,7.725
Tennessee,47,South,2014,0,0,0,0,2,0,0,0,0,1,59.5666666666667,6.6
Tennessee,47,South,2015,0,0,0,0,2,0,0,0,0,0,59.6,5.56666666666667
Tennessee,47,South,2016,0,0,0,0,2,0,0,0,0,0,60.1666666666667,4.75833333333333
Texas,48,South,2006,0,1,1,0,0,0,0,0,0,0,66.675,5
Texas,48,South,2007,0,1,1,0,0,0,0,0,0,0,65.7916666666667,4.36666666666667
Texas,48,South,2008,0,1,1,0,0,0,0,0,1,1,65.8333333333333,4.86666666666667
Texas,48,South,2009,0,1,1,0,0,0,0,0,1,1,66.05,7.54166666666667
Texas,48,South,2010,0,1,1,0,0,0,0,0,1,1,66.025,8.19166666666667
Texas,48,South,2011,0,1,1,0,0,0,0,0,1,1,65.9083333333333,8.01666666666667
Texas,48,South,2012,0,1,1,0,0,0,0,0,1,1,65.4083333333333,6.70833333333333
Texas,48,South,2013,0,1,1,0,0,0,0,0,1,1,65.2,6.3
Texas,48,South,2014,0,1,1,0,1,0,0,0,1,1,64.75,5.19166666666667
Texas,48,South,2015,0,1,1,0,1,0,0,0,1,0,63.85,4.48333333333333
Texas,48,South,2016,0,1,1,0,1,0,0,0,1,0,63.85,4.65
Utah,49,West,2006,1,1,0,0,0,0,0,0,0,0,72.625,2.86666666666667
Utah,49,West,2007,1,1,0,0,0,0,0,0,0,0,72.9166666666666,2.55833333333333
Utah,49,West,2008,1,1,0,0,1,0,0,0,0,0,71.65,3.34166666666667
Utah,49,West,2009,1,1,0,0,1,0,0,0,0,0,69.6916666666667,7.25833333333333
Utah,49,West,2010,1,1,0,0,2,0,0,0,0,1,68.5166666666667,7.93333333333333
Utah,49,West,2011,1,1,0,0,2,0,1,0,0,1,67.375,7.05833333333333
Utah,49,West,2012,1,1,0,0,2,0,1,0,0,1,66.575,4.775
Utah,49,West,2013,1,1,0,0,2,0,1,0,0,1,67.1916666666667,4.20833333333333
Utah,49,West,2014,1,1,0,0,2,0,1,0,0,1,67.45,3.63333333333333
Utah,49,West,2015,1,1,0,0,2,0,1,0,0,0,67.8833333333333,3.50833333333333
Utah,49,West,2016,1,1,0,0,2,0,1,0,0,0,68.3916666666667,3.35
Vermont,50,Northeast,2006,0,0,0,0,0,0,0,0,0,0,71.1583333333333,3.71666666666667
Vermont,50,Northeast,2007,0,0,0,0,0,0,0,0,0,0,70.35,3.94166666666667
Vermont,50,Northeast,2008,0,0,0,0,0,0,0,0,0,0,70.125,4.56666666666667
Vermont,50,Northeast,2009,0,0,0,0,0,0,0,0,0,0,70.8583333333333,6.16666666666667
Vermont,50,Northeast,2010,0,0,0,0,0,0,0,0,0,0,70.8333333333334,6.31666666666667
Vermont,50,Northeast,2011,0,0,0,0,0,0,0,0,0,0,70.1,5.56666666666667
Vermont,50,Northeast,2012,0,0,0,0,0,0,0,0,0,1,69.1916666666667,4.81666666666667
Vermont,50,Northeast,2013,1,0,0,0,0,0,0,0,0,1,68.3,4.41666666666667
Vermont,50,Northeast,2014,1,0,0,0,0,0,0,0,0,1,67.9,3.99166666666667
Vermont,50,Northeast,2015,1,0,0,0,0,0,0,0,0,0,67.3083333333333,3.53333333333333
Vermont,50,Northeast,2016,1,0,0,0,0,0,0,0,0,0,67.0916666666667,3.125
Virginia,51,South,2006,0,0,0,0,0,0,0,0,0,0,68.6833333333333,3.34166666666667
Virginia,51,South,2007,0,0,0,0,0,0,0,0,1,0,68.95,3.28333333333333
Virginia,51,South,2008,0,0,0,0,0,0,0,1,1,0,69.6583333333333,4.275
Virginia,51,South,2009,0,0,0,0,0,0,0,1,1,1,68.9416666666667,6.83333333333334
Virginia,51,South,2010,0,0,0,0,1,0,0,1,1,1,67.7666666666667,7.29166666666667
Virginia,51,South,2011,0,0,0,0,1,0,0,1,1,1,67.3583333333333,6.54166666666667
Virginia,51,South,2012,0,0,0,0,1,0,0,1,1,1,66.75,5.95
Virginia,51,South,2013,0,0,0,0,1,0,0,0,1,1,66.425,5.55
Virginia,51,South,2014,0,1,0,0,1,0,0,0,1,1,66.1,5.11666666666667
Virginia,51,South,2015,0,1,0,0,1,0,0,0,1,0,65.175,4.36666666666667
Virginia,51,South,2016,0,1,0,0,1,0,0,0,1,0,65.025,4
Washington,53,West,2006,1,1,0,0,0,0,0,0,0,0,67.7416666666667,5
Washington,53,West,2007,1,1,0,0,0,0,0,0,0,0,67.9666666666667,4.6
Washington,53,West,2008,1,1,0,0,0,0,0,0,0,0,68.275,5.29166666666667
Washington,53,West,2009,1,1,0,0,0,0,0,0,0,0,66.95,8.26666666666667
Washington,53,West,2010,1,1,0,0,0,0,0,0,0,0,65.9,9.13333333333333
Washington,53,West,2011,1,1,0,0,0,0,0,0,0,1,64.7416666666667,8.525
Washington,53,West,2012,1,1,0,0,0,0,0,0,0,1,64.45,7.64166666666667
Washington,53,West,2013,1,1,0,0,0,0,0,0,0,1,63.6,6.63333333333333
Washington,53,West,2014,1,1,1,0,0,0,0,0,0,1,63.2666666666667,5.925
Washington,53,West,2015,1,1,1,0,0,0,0,0,0,0,63.2666666666667,5.43333333333333
Washington,53,West,2016,1,1,1,0,0,0,0,0,0,0,63.6666666666667,5.225
West Virginia,54,South,2006,0,0,0,0,0,0,0,0,0,0,55.8833333333333,5.2
West Virginia,54,South,2007,0,0,0,0,0,0,0,0,0,0,55.675,4.825
West Virginia,54,South,2008,0,0,0,0,0,0,0,0,0,0,55.6666666666667,4.75
West Virginia,54,South,2009,0,0,0,0,0,0,0,0,0,0,55.8333333333333,8.3
West Virginia,54,South,2010,0,0,0,0,0,0,0,0,0,1,54.8583333333333,8.63333333333333
West Virginia,54,South,2011,0,0,0,0,0,0,0,0,0,1,54.25,7.825
West Virginia,54,South,2012,0,0,0,0,1,0,0,0,0,1,54.3083333333333,7.25833333333333
West Virginia,54,South,2013,0,0,0,0,1,0,0,0,0,1,53.7833333333333,6.71666666666667
West Virginia,54,South,2014,0,0,0,0,1,0,0,0,0,1,53.575,6.5
West Virginia,54,South,2015,0,0,0,0,1,0,0,0,0,0,53.4666666666667,6.58333333333334
West Virginia,54,South,2016,0,0,0,0,1,0,0,0,0,0,53.2583333333334,6.09166666666667
Wisconsin,55,Midwest,2006,0,0,0,0,0,0,0,0,0,0,70.9166666666667,4.675
Wisconsin,55,Midwest,2007,0,0,0,0,0,0,0,0,0,0,70.85,4.825
Wisconsin,55,Midwest,2008,0,0,0,0,0,0,0,0,0,0,70.625,4.98333333333333
Wisconsin,55,Midwest,2009,0,1,0,0,0,0,0,0,0,0,70.4833333333333,8.95833333333333
Wisconsin,55,Midwest,2010,0,1,0,0,0,0,0,0,0,0,69.5083333333334,8.5
Wisconsin,55,Midwest,2011,0,1,0,0,0,0,0,0,0,1,68.9,7.53333333333333
Wisconsin,55,Midwest,2012,0,0,0,0,0,0,0,0,0,1,68.525,6.925
Wisconsin,55,Midwest,2013,0,0,0,0,0,0,0,0,0,1,68.3083333333333,6.64166666666667
Wisconsin,55,Midwest,2014,0,0,0,0,0,0,0,0,0,1,67.9916666666667,5.35
Wisconsin,55,Midwest,2015,0,0,0,0,0,0,0,0,0,0,67.8416666666667,4.425
Wisconsin,55,Midwest,2016,0,0,0,0,0,0,0,0,0,0,68.125,3.90833333333333
Wyoming,56,West,2006,0,0,0,0,0,0,0,0,0,0,71.9166666666667,3.00833333333333
Wyoming,56,West,2007,0,0,0,0,0,0,0,0,0,0,72.1,2.69166666666667
Wyoming,56,West,2008,0,0,0,0,0,0,0,0,0,0,72.1833333333333,2.93333333333333
Wyoming,56,West,2009,0,0,0,0,0,0,0,0,0,0,71.7416666666667,6.25833333333333
Wyoming,56,West,2010,0,0,0,0,0,0,0,0,0,0,70.075,6.94166666666667
Wyoming,56,West,2011,0,0,0,0,0,0,0,0,0,1,69.275,6.13333333333333
Wyoming,56,West,2012,0,0,0,0,0,0,0,0,0,1,68.425,5.5
Wyoming,56,West,2013,0,0,0,0,0,0,0,0,0,1,67.3666666666667,4.73333333333333
Wyoming,56,West,2014,0,0,0,0,0,0,0,0,0,1,67.3583333333333,4.34166666666667
Wyoming,56,West,2015,0,0,0,0,0,0,0,0,0,0,66.8333333333333,4.20833333333333
Wyoming,56,West,2016,0,0,0,0,0,0,0,0,0,0,66.6166666666667,5.33333333333333
